date,close_px
20110713,28.64
20110714,27.61
20110715,27.58
20110718,27.23
20110719,27.89
20110720,28.69
20110721,28.7
20110722,29.29
20110725,28.49
20110726,28.0
20110727,27.64
20110728,28.17
20110729,28.17
20110801,28.77
20110802,27.34
20110803,27.2
20110804,24.75
20110805,24.24
20110808,23.64
20110809,25.06
20110810,23.82
20110811,25.3
20110812,26.31
20110815,26.23
20110816,26.1
20110817,25.83
20110818,24.26
20110819,22.3
20110822,21.95
20110823,22.96
20110824,23.87
20110825,23.11
20110826,23.73
20110829,24.71
20110830,24.63
20110831,24.74
20110901,24.0
20110902,23.07
20110906,22.94
20110907,23.84
20110908,23.61
20110909,22.97
20110912,22.88
20110913,24.08
20110914,24.34
20110915,24.82
20110916,25.8
20110919,25.77
20110920,26.01
20110921,25.85
20110922,25.63
20110923,26.38
20110926,25.52
20110927,26.19
20110928,24.59
20110929,24.12
20110930,24.39
20111003,23.73
20111004,23.66
20111005,25.37
20111006,26.96
20111007,26.99
20111010,27.88
20111011,27.61
20111012,27.8
20111013,27.94
20111014,28.05
20111017,27.42
20111018,28.34
20111019,27.57
20111020,27.34
20111021,28.03
20111024,28.55
20111025,28.25
20111026,27.98
20111027,28.76
20111028,29.87
20111031,29.37
20111101,28.88
20111102,28.71
20111103,32.46
20111104,32.31
20111107,31.27
20111108,31.84
20111109,30.88
20111110,31.33
20111111,33.64
20111114,33.22
20111115,33.93
20111116,34.94
20111117,33.68
20111118,32.6
20111121,31.76
20111122,32.07
20111123,31.45
20111125,31.66
20111128,32.56
20111129,31.75
20111130,32.74
20111201,32.6
20111202,33.3
20111205,34.42
20111206,34.87
20111207,34.19
20111208,30.89
20111209,31.04
20111212,30.41
20111213,29.45
20111214,28.53
20111215,28.62
20111216,28.0
20111219,27.75
20111220,27.9
20111221,27.57
20111222,27.77
20111223,27.9
20111227,28.57
20111228,28.51
20111229,28.73
20111230,28.56
20120103,28.08
20120104,27.71
20120105,27.12
20120106,26.91
20120109,27.25
20120110,27.62
20120111,28.23
20120112,28.25
20120113,22.79
20120117,26.6
20120118,26.81
20120119,26.76
20120120,26.6
20120123,26.77
20120124,27.42
20120125,27.97
20120126,28.94
20120127,29.33
20120130,29.57
20120131,29.07
20120201,29.58
20120202,30.25
20120203,31.15
20120206,31.8
20120207,31.6
20120208,31.93
20120209,32.58
20120210,31.1
20120213,31.49
20120214,33.17
20120215,33.6
20120216,34.18
20120217,34.97
20120221,34.5
20120222,34.22
20120223,34.53
20120224,33.75
20120227,33.62
20120228,33.81
20120229,33.41
20120301,34.41
20120302,34.04
20120305,33.77
20120306,33.11
20120307,33.12
20120308,33.07
20120309,34.74
20120312,36.01
20120313,36.09
20120314,35.29
20120315,35.0
20120316,35.32
20120319,34.98
20120320,34.96
20120321,35.15
20120322,34.4
20120323,34.08
20120326,37.4
20120327,37.94
20120328,37.85
20120329,37.33
20120330,37.24
20120402,36.58
20120403,38.01
20120404,35.0
20120405,34.48
20120409,33.15
20120410,32.46
20120411,33.09
20120412,33.44
20120413,33.59
20120416,32.25
20120417,32.24
20120418,32.66
20120419,33.16
20120420,33.16
20120423,31.94
20120424,31.82
20120425,32.91
20120426,33.49
20120427,33.34
20120430,33.13
20120501,33.78
20120502,33.94
20120503,32.46
20120504,31.83
20120507,32.47
20120508,30.19
20120509,30.06
20120510,32.96
20120511,32.25
20120514,30.06
20120515,29.43
20120516,29.18
20120517,28.57
20120518,27.56
20120521,28.77
20120522,30.79
20120523,31.02
20120524,30.32
20120525,29.81
20120529,31.69
20120530,30.41
20120531,29.5
20120601,28.15
20120604,27.88
20120605,27.91
20120606,29.22
20120607,28.93
20120608,30.08
20120611,29.12
20120612,29.66
20120613,29.77
20120614,29.39
20120615,29.91
20120618,31.84
20120619,32.09
20120620,33.78
20120621,32.19
20120622,33.785
20120625,33.11
20120626,31.61
20120627,31.96
20120628,31.41
20120629,31.29
20120702,30.4
20120703,30.66
20120705,31.23
20120706,30.99
20120709,31.49
20120710,31.27
20120711,31.51
20120712,32.7
20120713,34.25
20120716,35.96
20120717,33.35
20120718,32.15
20120719,32.27
20120720,31.79
20120723,30.66
20120724,29.84
20120725,28.95
20120726,28.13
20120727,29.51
20120730,27.35
20120731,27.42
20120801,26.25
20120802,26.1
20120803,27.27
20120806,28.27
20120807,30.25
20120808,29.09
20120809,29.41
20120810,29.94
20120813,31.17
20120814,29.42
20120815,29.4
20120816,30.3
20120817,30.01
20120820,29.51
20120821,29.11
20120822,29.95
20120823,30.73
20120824,29.5
20120827,28.32
20120828,28.69
20120829,28.41
20120830,28.41
20120831,28.52
20120904,28.14
20120905,27.94
20120906,28.55
20120907,29.35
20120910,27.37
20120911,27.8
20120912,28.28
20120913,29.48
20120914,30.39
20120917,32.54
20120918,31.34
20120919,31.05
20120920,30.9
20120921,30.02
20120924,30.66
20120925,27.66
20120926,27.54
20120927,28.49
20120928,29.28
20121001,29.16
20121002,29.8
20121003,29.3
20121004,29.4
20121005,28.89
20121008,29.25
20121009,28.37
20121010,28.4
20121011,28.32
20121012,27.64
20121015,27.33
20121016,28.06
20121017,28.8191
20121018,28.04
20121019,27.74
20121022,27.85
20121023,28.39
20121024,27.42
20121025,27.52
20121026,27.38
20121031,28.1314
20121101,29.2454
20121102,28.9182
20121105,31.5
20121106,31.15
20121107,31.54
20121108,31.31
20121109,30.32
20121112,31.07
20121113,31.6143
20121114,31.38
20121115,30.82
20121116,31.8399
20121119,32.92
20121120,33.0
20121121,32.47
20121123,32.13
20121126,32.27
20121127,32.15
20121128,33.23
20121129,33.69
20121130,33.82
20121203,34.62
20121204,33.9
20121205,33.71
20121206,33.9
20121207,34.17
20121210,34.57
20121211,35.28
20121212,35.26
20121213,33.61
20121214,33.81
20121217,34.4
20121218,34.59
20121219,34.61
20121220,34.43
20121221,34.0
20121224,34.28
20121226,33.59
20121227,33.69
20121228,33.22
20121231,33.87
20130102,35.36
20130103,34.77
20130104,34.4
20130107,34.34
20130108,33.68
20130109,33.64
20130110,33.53
20130111,32.91
20130114,33.26
20130115,33.9
20130116,34.1
20130117,34.38
20130118,34.52
20130122,35.19
20130123,36.0
20130124,36.99
20130125,36.98
20130128,38.03
20130129,37.95
20130130,37.52
20130131,37.51
20130201,38.3
20130204,37.74
20130205,38.13
20130206,39.17
20130207,39.48
20130208,39.24
20130211,38.42
20130212,37.89
20130213,38.45
20130214,38.3
20130215,37.04
20130219,39.28
20130220,38.54
20130221,35.16
20130222,36.11
20130225,34.38
20130226,34.43
20130227,35.1
20130228,34.83
20130301,34.65
20130304,35.58
20130305,36.65
20130306,37.69
20130307,38.23
20130308,38.47
20130311,39.1
20130312,39.12
20130313,38.98
20130314,36.85
20130315,35.29
20130318,35.15
20130319,35.08
20130320,35.95
20130321,36.01
20130322,36.62
20130325,37.53
20130326,37.86
20130327,38.16
20130328,37.89
20130401,43.93
20130402,44.34
20130403,41.1
20130404,42.01
20130405,41.37
20130408,41.83
20130409,40.5
20130410,41.86
20130411,43.59
20130412,43.75
20130415,43.3
20130416,45.59
20130417,45.45
20130418,46.97
20130419,47.83
20130422,50.19
20130423,51.01
20130424,50.43
20130425,52.0
20130426,51.2
20130429,54.94
20130430,53.99
20130501,53.28
20130502,54.11
20130503,54.55
20130506,59.5
20130507,55.51
20130508,55.7865
20130509,69.4
20130510,76.764
20130513,87.8
20130514,83.24
20130515,84.842
20130516,92.248
20130517,91.5
20130520,89.94
20130521,87.59
20130522,87.24
20130523,92.73
20130524,97.08
20130528,110.334
20130529,104.629
20130530,104.95
20130531,97.76
20130603,92.59
20130604,94.84
20130605,95.37
20130606,97.35
20130607,102.04
20130610,100.05
20130611,94.47
20130612,97.73
20130613,98.18
20130614,100.3
20130617,102.2
20130618,103.39
20130619,104.68
20130620,100.65
20130621,99.55
20130624,101.49
20130625,102.4
20130626,105.72
20130627,109.25
20130628,107.36
20130701,117.179
20130702,117.82
20130703,115.24
20130705,120.09
20130708,121.61
20130709,123.45
20130710,122.27
20130711,125.61
20130712,129.9
20130715,127.26
20130716,109.05
20130717,120.25
20130718,119.03
20130719,119.68
20130722,122.43
20130723,122.74
20130724,121.7
20130725,124.07
20130726,129.39
20130729,134.62
20130730,131.74
20130731,134.28
20130801,135.55
20130802,138.0
20130805,144.68
20130806,142.15
20130807,134.23
20130808,153.48
20130809,153.0
20130812,147.38
20130813,145.43
20130814,139.36
20130815,139.67
20130816,142.0
20130819,144.9
20130820,149.58
20130821,147.86
20130822,157.1
20130823,161.839
20130826,164.22
20130827,167.01
20130828,166.45
20130829,166.06
20130830,169.0
20130903,168.94
20130904,170.622
20130905,169.93
20130906,166.97
20130909,160.7
20130910,166.37
20130911,163.52
20130912,164.93
20130913,165.54
20130916,166.58
20130917,166.23
20130918,166.218
20130919,177.92
20130920,183.39
20130923,181.11
20130924,182.33
20130925,185.238
20130926,188.64
20130927,190.9
20130930,193.37
20131001,193.0
20131002,180.95
20131003,173.31
20131004,180.98
20131007,183.07
20131008,174.73
20131009,168.78
20131010,172.93
20131011,178.7
20131014,179.72
20131015,183.94
20131016,183.56
20131017,182.802
20131018,183.4
20131021,172.6
20131022,171.54
20131023,164.5
20131024,173.15
20131025,169.66
20131028,162.86
20131029,164.47
20131030,159.22
20131031,159.94
20131101,162.17
20131104,175.2
20131105,176.81
20131106,151.16
20131107,139.772
20131108,137.95
20131111,144.698
20131112,137.8
20131113,138.7
20131114,137.6
20131115,135.45
20131118,121.58
20131119,126.09
20131120,121.11
20131121,122.1
20131122,121.38
20131125,120.84
20131126,120.5
20131127,126.94
20131129,127.28
20131202,124.17
20131203,144.7
20131204,138.95
20131205,140.48
20131206,137.36
20131209,141.6
20131210,142.19
20131211,139.65
20131212,147.47
20131213,147.654
20131216,147.94
20131217,152.46
20131218,147.98
20131219,140.72
20131220,143.24
20131223,143.55
20131224,151.41
20131226,155.5
20131227,151.12
20131230,152.44
20131231,150.429
20140102,150.1
20140103,149.56
20140106,147.0
20140107,149.36
20140108,151.28
20140109,147.53
20140110,145.7199
20140113,139.34
20140114,161.27
20140115,164.13
20140116,170.97
20140117,170.01
20140121,176.68
20140122,178.56
20140123,181.5
20140124,174.6
20140127,169.62
20140128,178.38
20140129,175.23
20140130,182.84
20140131,181.41
20140203,177.11
20140204,178.73
20140205,174.42
20140206,178.38
20140207,186.53
20140210,196.56
20140211,196.62
20140212,195.32
20140213,199.63
20140214,198.23
20140218,203.7
20140219,193.64
20140220,209.97
20140221,209.6
20140224,217.65
20140225,248.0
20140226,253.0
20140227,252.54
20140228,244.81
20140303,250.56
20140304,254.84
20140305,252.66
20140306,252.94
20140307,246.21
20140310,238.84
20140311,234.41
20140312,241.49
20140313,237.79
20140314,230.97
20140317,233.98
20140318,240.04
20140319,235.84
20140320,234.91
20140321,228.89
20140324,220.17
20140325,220.44
20140326,212.96
20140327,207.32
20140328,212.37
20140331,208.45
20140401,216.97
20140402,230.29
20140403,225.4
20140404,212.225
20140407,207.52
20140408,215.46
20140409,216.93
20140410,204.19
20140411,203.78
20140414,198.09
20140415,193.91
20140416,199.11
20140417,198.12
20140421,204.38
20140422,218.64
20140423,207.99
20140424,207.86
20140425,199.85
20140428,198.51
20140429,206.92
20140430,207.89
20140501,207.73
20140502,210.91
20140505,216.61
20140506,207.28
20140507,201.35
20140508,178.59
20140509,182.26
20140512,184.67
20140513,190.16
20140514,190.62
20140515,188.59
20140516,191.56
20140519,196.09
20140520,195.3
20140521,199.45
20140522,204.88
20140523,207.3
20140527,211.56
20140528,210.24
20140529,210.24
20140530,207.77
20140602,204.7
20140603,204.94
20140604,203.99
20140605,206.9
20140606,208.171
20140609,205.31
20140610,202.3
20140611,204.47
20140612,203.52
20140613,206.42
20140616,224.61
20140617,231.67
20140618,227.12
20140619,227.79
20140620,229.59
20140623,237.22
20140624,232.5
20140625,236.891
20140626,235.6
20140627,239.06
20140630,240.06
20140701,239.72
20140702,229.425
20140703,229.25
20140707,222.66
20140708,219.07
20140709,223.06
20140710,219.46
20140711,218.13
20140714,226.7
20140715,219.58
20140716,217.16
20140717,215.4
20140718,220.0201
20140721,220.54
20140722,219.58
20140723,222.49
20140724,223.54
20140725,223.57
20140728,224.82
20140729,225.01
20140730,228.92
20140731,223.3
20140801,233.27
20140804,238.52
20140805,238.49
20140806,248.9301
20140807,252.39
20140808,248.13
20140811,259.32
20140812,259.96
20140813,260.31
20140814,261.38
20140815,262.01
20140818,259.94
20140819,256.76
20140820,255.71
20140821,254.34
20140822,256.78
20140825,262.55
20140826,261.74
20140827,263.25
20140828,263.86
20140829,269.7
20140902,284.12
20140903,281.19
20140904,286.04
20140905,277.39
20140908,282.11
20140909,278.48
20140910,281.1
20140911,280.31
20140912,279.2
20140915,253.86
20140916,260.74
20140917,261.38
20140918,263.82
20140919,259.32
20140922,250.03
20140923,250.41
20140924,252.14
20140925,246.95
20140926,246.6
20140929,245.26
20140930,242.68
20141001,240.24
20141002,251.42
20141003,255.21
20141006,260.62
20141007,259.57
20141008,259.28
20141009,257.01
20141010,236.91
20141013,224.59
20141014,227.06
20141015,229.7
20141016,226.35
20141017,227.48
20141020,230.47
20141021,235.34
20141022,231.1
20141023,235.29
20141024,235.24
20141027,221.67
20141028,242.77
20141029,238.1
20141030,238.66
20141031,241.7
20141103,242.59
20141104,238.93
20141105,230.97
20141106,241.22
20141107,240.2
20141110,241.93
20141111,251.08
20141112,249.1
20141113,251.7
20141114,258.68
20141117,253.98
20141118,257.7
20141119,247.74
20141120,248.71
20141121,242.78
20141124,246.72
20141125,248.09
20141126,248.44
20141128,244.52
20141201,231.64
20141202,231.43
20141203,229.3
20141204,228.28
20141205,223.71
20141208,214.36
20141209,216.89
20141210,209.84
20141211,208.88
20141212,207.0
20141215,204.04
20141216,197.81
20141217,205.82
20141218,218.26
20141219,219.29
20141222,222.6
20141223,220.97
20141224,222.26
20141226,227.82
20141229,225.71
20141230,222.23
20141231,222.41
20150102,219.31
20150105,210.09
20150106,211.28
20150107,210.95
20150108,210.615
20150109,206.66
20150112,202.21
20150113,204.25
20150114,192.69
20150115,191.87
20150116,193.07
20150120,191.93
20150121,196.57
20150122,201.62
20150123,201.29
20150126,206.55
20150127,205.98
20150128,199.37
20150129,205.2
20150130,203.6
20150202,210.94
20150203,218.36
20150204,218.55
20150205,220.99
20150206,217.36
20150209,217.48
20150210,216.29
20150211,212.8
20150212,202.88
20150213,203.77
20150217,204.35
20150218,204.46
20150219,211.705
20150220,217.11
20150223,207.335
20150224,204.11
20150225,203.76
20150226,207.19
20150227,203.34
20150302,197.325
20150303,199.56
20150304,202.435
20150305,200.63
20150306,193.88
20150309,190.88
20150310,190.32
20150311,193.74
20150312,191.07
20150313,188.68
20150316,195.7
20150317,194.73
20150318,200.71
20150319,195.65
20150320,198.08
20150323,199.63
20150324,201.72
20150325,194.3
20150326,190.405
20150327,185.0
20150330,190.57
20150331,188.77
20150401,187.59
20150402,191.0
20150406,203.1
20150407,203.25
20150408,207.67
20150409,210.09
20150410,210.9
20150413,209.78
20150414,207.46
20150415,207.83
20150416,206.7
20150417,206.79
20150420,205.27
20150421,209.41
20150422,219.44
20150423,218.6
20150424,218.425
20150427,231.55
20150428,230.48
20150429,232.45
20150430,226.05
20150501,226.03
20150504,230.51
20150505,232.95
20150506,230.43
20150507,236.8
20150508,236.61
20150511,239.49
20150512,244.74
20150513,243.18
20150514,244.1
20150515,248.84
20150518,248.75
20150519,247.14
20150520,244.35
20150521,245.62
20150522,247.73
20150526,247.455
20150527,247.43
20150528,251.45
20150529,250.8
20150601,249.45
20150602,248.35
20150603,248.99
20150604,245.92
20150605,249.14
20150608,256.29
20150609,256.0
20150610,250.7
20150611,251.41
20150612,250.69
20150615,250.38
20150616,253.12
20150617,260.41
20150618,261.89
20150619,262.51
20150622,259.79
20150623,267.67
20150624,265.17
20150625,268.79
20150626,267.09
20150629,262.02
20150630,268.26
20150701,269.15
20150702,280.02
20150706,279.72
20150707,267.88
20150708,254.96
20150709,257.92
20150710,259.15
20150713,262.16
20150714,265.65
20150715,263.14
20150716,266.68
20150717,274.66
20150720,282.26
20150721,266.77
20150722,267.87
20150723,267.2
20150724,265.41
20150727,253.01
20150728,264.82
20150729,263.82
20150730,266.79
20150731,266.15
20150803,259.99
20150804,266.28
20150805,270.13
20150806,246.13
20150807,242.51
20150810,241.14
20150811,237.37
20150812,238.17
20150813,242.51
20150814,243.15
20150817,254.99
20150818,260.72
20150819,255.25
20150820,242.18
20150821,230.77
20150824,218.87
20150825,220.03
20150826,224.84
20150827,242.99
20150828,248.48
20150831,249.06
20150901,238.63
20150902,247.69
20150903,245.57
20150904,241.93
20150908,248.17
20150909,248.91
20150910,248.48
20150911,250.24
20150914,253.19
20150915,253.57
20150916,262.25
20150917,262.07
20150918,260.62
20150921,264.2
20150922,260.94
20150923,261.06
20150924,263.12
20150925,256.91
20150928,248.43
20150929,246.65
20150930,248.4
20151001,239.88
20151002,247.57
20151005,246.15
20151006,241.46
20151007,231.96
20151008,226.72
20151009,220.69
20151012,215.58
20151013,219.25
20151014,216.88
20151015,221.31
20151016,227.01
20151019,228.1
20151020,213.03
20151021,210.09
20151022,211.72
20151023,209.09
20151026,215.26
20151027,210.35
20151028,212.96
20151029,211.63
20151030,206.93
20151102,213.79
20151103,208.35
20151104,231.63
20151105,231.77
20151106,232.36
20151109,225.33
20151110,216.5
20151111,219.08
20151112,212.94
20151113,207.19
20151116,214.31
20151117,214.0
20151118,221.07
20151119,221.8
20151120,220.01
20151123,217.75
20151124,218.25
20151125,229.64
20151127,231.61
20151130,230.26
20151201,237.19
20151202,231.99
20151203,232.71
20151204,230.38
20151207,231.13
20151208,226.72
20151209,224.52
20151210,227.07
20151211,217.02
20151214,218.58
20151215,221.09
20151216,234.51
20151217,233.39
20151218,230.46
20151221,232.56
20151222,229.95
20151223,229.7
20151224,230.57
20151228,228.95
20151229,237.19
20151230,238.09
20151231,240.01
20160104,223.41
20160105,223.43
20160106,219.04
20160107,215.65
20160108,211.0
20160111,207.85
20160112,209.97
20160113,200.31
20160114,206.18
20160115,204.99
20160119,204.72
20160120,198.7
20160121,199.97
20160122,202.55
20160125,196.38
20160126,193.56
20160127,188.07
20160128,189.7
20160129,191.2
20160201,196.94
20160202,182.78
20160203,173.48
20160204,175.33
20160205,162.6
20160208,147.99
20160209,148.25
20160210,143.67
20160211,150.47
20160212,151.04
20160216,155.17
20160217,168.68
20160218,166.77
20160219,166.58
20160222,177.74
20160223,177.21
20160224,179.0
20160225,187.43
20160226,190.34
20160229,191.93
20160301,186.35
20160302,188.34
20160303,195.74
20160304,201.04
20160307,205.29
20160308,202.6
20160309,208.72
20160310,205.18
20160311,207.5
20160314,215.15
20160315,218.34
20160316,221.93
20160317,226.38
20160318,232.74
20160321,238.32
20160322,234.24
20160323,222.58
20160324,227.75
20160328,230.26
20160329,230.13
20160330,226.89
20160331,229.77
20160401,237.59
20160404,246.99
20160405,255.47
20160406,265.42
20160407,257.2
20160408,250.07
20160411,249.92
20160412,247.82
20160413,254.53
20160414,251.86
20160415,254.51
20160418,253.88
20160419,247.37
20160420,249.97
20160421,248.29
20160422,253.75
20160425,251.82
20160426,253.74
20160427,251.47
20160428,247.71
20160429,240.76
20160502,241.8
20160503,232.32
20160504,222.56
20160505,211.53
20160506,214.93
20160509,208.92
20160510,208.69
20160511,208.96
20160512,207.28
20160513,207.61
20160516,208.29
20160517,204.66
20160518,211.17
20160519,215.21
20160520,220.28
20160523,216.22
20160524,217.91
20160525,219.58
20160526,225.12
20160527,223.04
20160531,223.23
20160601,219.56
20160602,218.96
20160603,218.99
20160606,220.68
20160607,232.34
20160608,235.52
20160609,229.36
20160610,218.79
20160613,217.87
20160614,214.96
20160615,217.7
20160616,217.93
20160617,215.47
20160620,219.7
20160621,219.61
20160622,196.66
20160623,196.4
20160624,193.15
20160627,198.55
20160628,201.79
20160629,210.19
20160630,212.28
20160701,216.5
20160705,213.98
20160706,214.44
20160707,215.94
20160708,216.78
20160711,224.78
20160712,224.65
20160713,222.53
20160714,221.53
20160715,220.4
20160718,226.25
20160719,225.26
20160720,228.36
20160721,220.5
20160722,222.27
20160725,230.01
20160726,229.51
20160727,228.49
20160728,230.61
20160729,234.79
20160801,230.01
20160802,227.2
20160803,225.79
20160804,230.61
20160805,230.03
20160808,226.16
20160809,229.08
20160810,225.65
20160811,224.91
20160812,225.61
20160815,225.59
20160816,223.61
20160817,223.24
20160818,223.51
20160819,225.0
20160822,222.93
20160823,224.84
20160824,222.62
20160825,220.96
20160826,219.99
20160829,215.2
20160830,211.34
20160831,212.01
20160901,200.77
20160902,197.78
20160906,202.83
20160907,201.71
20160908,197.36
20160909,194.47
20160912,198.3
20160913,196.05
20160914,196.41
20160915,200.42
20160916,205.4
20160919,206.34
20160920,204.64
20160921,205.22
20160922,206.43
20160923,207.45
20160926,208.99
20160927,205.81
20160928,206.27
20160929,200.7
20160930,204.03
20161003,213.7
20161004,211.41
20161005,208.46
20161006,201.0
20161007,196.61
20161010,200.95
20161011,200.1
20161012,201.51
20161013,200.24
20161014,196.51
20161017,193.96
20161018,199.1
20161019,203.56
20161020,199.1
20161021,200.09
20161024,202.76
20161025,202.34
20161026,202.24
20161027,204.01
20161028,199.97
20161031,197.73
20161101,190.79
20161102,188.02
20161103,187.42
20161104,190.56
20161107,193.21
20161108,194.94
20161109,190.06
20161110,185.35
20161111,188.56
20161114,181.45
20161115,183.77
20161116,183.93
20161117,188.66
20161118,185.02
20161121,184.52
20161122,191.17
20161123,193.14
20161125,196.65
20161128,196.12
20161129,189.57
20161130,189.4
20161201,181.88
20161202,181.47
20161205,186.8
20161206,185.85
20161207,193.15
20161208,192.29
20161209,192.18
20161212,192.43
20161213,198.15
20161214,198.69
20161215,197.58
20161216,202.49
20161219,202.73
20161220,208.79
20161221,207.7
20161222,208.45
20161223,213.34
20161227,219.53
20161228,219.74
20161229,214.68
20161230,213.69
20170103,216.99
20170104,226.99
20170105,226.75
20170106,229.01
20170109,231.28
20170110,229.87
20170111,229.73
20170112,229.59
20170113,237.75
20170117,235.58
20170118,238.36
20170119,243.76
20170120,244.73
20170123,248.92
20170124,254.61
20170125,254.47
20170126,252.51
20170127,252.95
20170130,250.63
20170131,251.93
20170201,249.24
20170202,251.55
20170203,251.33
20170206,257.77
20170207,257.48
20170208,262.08
20170209,269.2
20170210,269.23
20170213,280.6
20170214,280.98
20170215,279.76
20170216,268.95
20170217,272.23
20170221,277.39
20170222,273.51
20170223,255.99
20170224,257.0
20170227,246.23
20170228,249.99
20170301,250.02
20170302,250.48
20170303,251.57
20170306,251.21
20170307,248.59
20170308,246.87
20170309,244.9
20170310,243.69
20170313,246.17
20170314,258.0
20170315,255.73
20170316,262.05
20170317,261.5
20170320,261.92
20170321,250.68
20170322,255.01
20170323,254.78
20170324,263.16
20170327,270.22
20170328,277.45
20170329,277.38
20170330,277.92
20170331,278.3
20170403,298.52
20170404,303.7
20170405,295.0
20170406,298.7
20170407,302.54
20170410,312.39
20170411,308.71
20170412,296.84
20170413,304.0
20170417,301.44
20170418,300.25
20170419,305.52
20170420,302.51
20170421,305.6
20170424,308.03
20170425,313.79
20170426,310.17
20170427,308.63
20170428,314.07
20170501,322.83
20170502,318.89
20170503,311.02
20170504,295.46
20170505,308.35
20170508,307.19
20170509,321.26
20170510,325.22
20170511,323.1
20170512,324.81
20170515,315.88
20170516,317.01
20170517,306.11
20170518,313.06
20170519,310.83
20170522,310.35
20170523,303.86
20170524,310.22
20170525,316.83
20170526,325.14
20170530,335.1
20170531,341.01
20170601,340.37
20170602,339.85
20170605,347.32
20170606,352.85
20170607,359.65
20170608,370.0
20170609,357.32
20170612,359.01
20170613,375.95
20170614,380.66
20170615,375.34
20170616,371.4
20170619,369.8
20170620,372.24
20170621,376.4
20170622,382.61
20170623,383.45
20170626,377.49
20170627,362.37
20170628,371.24
20170629,360.75
20170630,361.61
