date,close_px
20170703,352.62
20170705,327.09
20170706,308.83
20170707,313.22
20170710,316.05
20170711,327.22
20170712,329.52
20170713,323.41
20170714,327.78
20170717,319.57
20170718,328.24
20170719,325.26
20170720,329.92
20170721,328.4
20170724,342.52
20170725,339.6
20170726,343.85
20170727,334.46
20170728,335.07
20170731,323.47
20170801,319.57
20170802,325.89
20170803,347.09
20170804,356.91
20170807,355.17
20170808,365.22
20170809,363.53
20170810,355.4
20170811,357.87
20170814,363.8
20170815,362.33
20170816,362.91
20170817,351.92
20170818,347.46
20170821,337.86
20170822,341.35
20170823,352.77
20170824,352.93
20170825,348.05
20170828,345.66
20170829,347.36
20170830,353.18
20170831,355.9
20170901,355.4
20170905,349.59
20170906,344.53
20170907,350.61
20170908,343.4
20170911,363.69
20170912,362.75
20170913,366.23
20170914,377.64
20170915,379.81
20170918,385.0
20170919,375.1
20170920,373.91
20170921,366.48
20170922,351.09
20170925,344.99
20170926,345.25
20170927,340.97
20170928,339.6
20170929,341.1
20171002,341.53
20171003,348.14
20171004,355.01
20171005,355.33
20171006,356.88
20171009,342.94
20171010,355.59
20171011,354.6
20171012,355.68
20171013,355.57
20171016,350.6
20171017,355.75
20171018,359.65
20171019,351.81
20171020,345.1
20171023,337.02
20171024,337.34
20171025,325.84
20171026,326.17
20171027,320.87
20171030,320.08
20171031,331.53
20171101,321.08
20171102,299.26
20171103,306.09
20171106,302.78
20171107,306.05
20171108,304.39
20171109,302.99
20171110,302.99
20171113,315.4
20171114,308.7
20171115,311.3
20171116,312.5
20171117,315.05
20171120,308.74
20171121,317.81
20171122,312.6
20171124,315.55
20171127,316.81
20171128,317.55
20171129,307.54
20171130,308.85
20171201,306.53
20171204,305.2
20171205,303.7
20171206,313.26
20171207,311.24
20171208,315.13
20171211,328.91
20171212,341.03
20171213,339.03
20171214,337.89
20171215,343.45
20171218,338.87
20171219,331.1
20171220,328.98
20171221,331.66
20171222,325.2
20171226,317.29
20171227,311.64
20171228,315.36
20171229,311.35
20180102,320.53
20180103,317.25
20180104,314.62
20180105,316.58
20180108,336.41
20180109,333.69
20180110,334.8
20180111,337.95
20180112,336.22
20180116,340.06
20180117,347.16
20180118,344.57
20180119,350.02
20180122,351.56
20180123,352.79
20180124,345.89
20180125,337.64
20180126,342.85
20180129,349.53
20180130,345.82
20180131,354.31
20180201,349.25
20180202,343.75
20180205,333.13
20180206,333.97
20180207,345.0
20180208,315.23
20180209,310.42
20180212,315.73
20180213,323.66
20180214,322.31
20180215,334.065
20180216,335.49
20180220,334.77
20180221,333.3
20180222,346.17
20180223,352.05
20180226,357.42
20180227,350.99
20180228,343.06
20180301,330.93
20180302,335.12
20180305,333.35
20180306,328.2
20180307,332.3
20180308,329.1
20180309,327.17
20180312,345.51
20180313,341.84
20180314,326.63
20180315,325.6
20180316,321.35
20180319,313.56
20180320,310.55
20180321,316.53
20180322,309.1
20180323,301.54
20180326,304.18
20180327,279.18
20180328,257.78
20180329,266.13
20180402,252.48
20180403,267.53
20180404,286.94
20180405,305.72
20180406,299.3
20180409,289.66
20180410,304.7
20180411,300.93
20180412,294.08
20180413,300.34
20180416,291.21
20180417,287.69
20180418,293.35
20180419,300.08
20180420,290.24
20180423,283.37
20180424,283.46
20180425,280.69
20180426,285.48
20180427,294.075
20180430,293.9
20180501,299.92
20180502,301.15
20180503,284.45
20180504,294.09
20180507,302.77
20180508,301.97
20180509,306.85
20180510,305.02
20180511,301.06
20180514,291.97
20180515,284.18
20180516,286.48
20180517,284.54
20180518,276.82
20180521,284.49
20180522,275.01
20180523,279.07
20180524,277.85
20180525,278.85
20180529,283.76
20180530,291.72
20180531,284.73
20180601,291.82
20180604,296.74
20180605,291.13
20180606,319.5
20180607,316.09
20180608,317.66
20180611,332.1
20180612,342.77
20180613,344.78
20180614,357.72
20180615,358.17
20180618,370.83
20180619,352.55
20180620,362.22
20180621,347.51
20180622,333.63
20180625,333.01
20180626,342.0
20180627,344.5
20180628,349.93
20180629,342.95
20180702,335.07
20180703,310.86
20180705,309.16
20180706,308.9
20180709,318.51
20180710,322.47
20180711,318.96
20180712,316.71
20180713,318.87
20180716,310.1
20180717,322.69
20180718,323.85
20180719,320.23
20180720,313.58
20180723,303.2
20180724,297.43
20180725,308.74
20180726,306.65
20180727,297.18
20180730,290.17
20180731,298.14
20180801,300.84
20180802,349.54
20180803,348.17
20180806,341.99
20180807,379.57
20180808,370.34
20180809,352.45
20180810,355.49
20180813,356.41
20180814,347.64
20180815,338.69
20180816,335.45
20180817,305.5
20180820,308.44
20180821,321.9
20180822,321.64
20180823,320.1
20180824,322.82
20180827,319.27
20180828,311.86
20180829,305.01
20180830,303.15
20180831,301.66
20180904,288.95
20180905,280.74
20180906,280.95
20180907,263.24
20180910,285.5
20180911,279.44
20180912,290.54
20180913,289.46
20180914,295.2
20180917,294.84
20180918,284.96
20180919,299.02
20180920,298.33
20180921,299.1
20180924,299.68
20180925,300.99
20180926,309.58
20180927,307.52
20180928,264.77
20181001,310.7
20181002,301.02
20181003,294.8
20181004,281.83
20181005,261.95
20181008,250.56
20181009,262.8
20181010,256.88
20181011,252.23
20181012,258.78
20181015,259.59
20181016,276.59
20181017,271.78
20181018,263.91
20181019,260.0
20181022,260.95
20181023,294.14
20181024,288.5
20181025,314.86
20181026,330.9
20181029,334.85
20181030,329.9
20181031,337.32
20181101,344.28
20181102,346.41
20181105,341.4
20181106,341.06
20181107,348.16
20181108,351.4
20181109,350.51
20181112,331.28
20181113,338.73
20181114,344.0
20181115,348.44
20181116,354.31
20181119,353.47
20181120,347.49
20181121,338.19
20181123,325.83
20181126,346.0
20181127,343.92
20181128,347.87
20181129,341.17
20181130,350.48
20181203,358.49
20181204,359.7
20181206,363.06
20181207,357.965
20181210,365.15
20181211,366.76
20181212,366.6
20181213,376.79
20181214,365.71
20181217,348.42
20181218,337.03
20181219,332.97
20181220,315.38
20181221,319.77
20181224,295.39
20181226,326.09
20181227,316.13
20181228,333.87
20181231,332.8
20190102,310.12
20190103,300.36
20190104,317.69
20190107,334.96
20190108,335.35
20190109,338.53
20190110,344.97
20190111,347.26
20190114,334.4
20190115,344.43
20190116,346.05
20190117,347.31
20190118,302.26
20190122,298.92
20190123,287.59
20190124,291.51
20190125,297.04
20190128,296.38
20190129,297.46
20190130,308.77
20190131,307.02
20190201,312.21
20190204,312.89
20190205,321.35
20190206,317.22
20190207,307.51
20190208,305.8
20190211,312.84
20190212,311.81
20190213,308.17
20190214,303.77
20190215,307.88
20190219,305.64
20190220,302.56
20190221,291.23
20190222,294.71
20190225,298.77
20190226,297.86
20190227,314.74
20190228,319.88
20190301,294.79
20190304,285.36
20190305,276.54
20190306,276.24
20190307,276.59
20190308,284.14
20190311,290.92
20190312,283.36
20190313,288.96
20190314,289.96
20190315,275.43
20190318,269.49
20190319,267.47
20190320,273.6
20190321,274.02
20190322,264.53
20190325,260.42
20190326,267.77
20190327,274.83
20190328,278.62
20190329,279.86
20190401,289.18
20190402,285.88
20190403,291.81
20190404,267.78
20190405,274.96
20190408,273.2
20190409,272.31
20190410,276.06
20190411,268.42
20190412,267.7
20190415,266.38
20190416,273.36
20190417,271.23
20190418,273.26
20190422,262.75
20190423,263.9
20190424,258.66
20190425,247.63
20190426,235.14
20190429,241.47
20190430,238.69
20190501,234.01
20190502,244.1
20190503,255.03
20190506,255.34
20190507,247.06
20190508,244.84
20190509,241.98
20190510,239.52
20190513,227.01
20190514,232.31
20190515,231.95
20190516,228.33
20190517,211.03
20190520,205.36
20190521,205.08
20190522,192.73
20190523,195.49
20190524,190.63
20190528,188.7
20190529,189.86
20190530,188.22
20190531,185.16
20190603,178.97
20190604,193.6
20190605,196.59
20190606,205.95
20190607,204.5
20190610,212.88
20190611,217.1
20190612,209.26
20190613,213.91
20190614,214.92
20190617,225.03
20190618,224.74
20190619,226.43
20190620,219.62
20190621,221.86
20190624,223.64
20190625,219.76
20190626,219.27
20190627,222.84
20190628,223.46
20190701,227.17
20190702,224.55
20190703,234.9
20190705,233.1
20190708,230.34
20190709,230.06
20190710,238.92
20190711,238.6
20190712,245.08
20190715,253.5
20190716,252.38
20190717,254.86
20190718,253.54
20190719,258.18
20190722,255.68
20190723,260.17
20190724,264.88
20190725,228.82
20190726,228.04
20190729,235.77
20190730,242.26
20190731,241.61
20190801,233.85
20190802,234.34
20190805,228.32
20190806,230.75
20190807,233.42
20190808,238.3
20190809,235.01
20190812,229.01
20190813,235.0
20190814,219.62
20190815,215.64
20190816,219.94
20190819,226.83
20190820,225.86
20190821,220.83
20190822,222.15
20190823,211.4
20190826,215.0
20190827,214.08
20190828,215.59
20190829,221.71
20190830,225.61
20190903,225.01
20190904,220.68
20190905,229.58
20190906,227.45
20190909,231.79
20190910,235.54
20190911,247.1
20190912,245.87
20190913,245.2
20190916,242.81
20190917,244.79
20190918,243.49
20190919,246.6
20190920,240.62
20190923,241.23
20190924,223.21
20190925,228.7
20190926,242.56
20190927,242.13
20190930,240.87
20191001,244.69
20191002,243.13
20191003,233.03
20191004,231.43
20191007,237.72
20191008,240.05
20191009,244.53
20191010,244.74
20191011,247.89
20191014,256.96
20191015,257.89
20191016,259.75
20191017,261.97
20191018,256.95
20191021,253.5
20191022,255.58
20191023,254.68
20191024,299.68
20191025,328.13
20191028,327.71
20191029,316.22
20191030,315.01
20191031,314.92
20191101,313.31
20191104,317.47
20191105,317.22
20191106,326.58
20191107,335.54
20191108,337.14
20191111,345.09
20191112,349.93
20191113,346.11
20191114,349.35
20191115,352.17
20191118,349.99
20191119,359.52
20191120,352.22
20191121,354.83
20191122,333.04
20191125,336.34
20191126,328.92
20191127,331.29
20191129,329.94
20191202,334.87
20191203,336.2
20191204,333.03
20191205,330.37
20191206,335.89
20191209,339.53
20191210,348.84
20191211,352.7
20191212,359.68
20191213,358.39
20191216,381.5
20191217,378.99
20191218,393.15
20191219,404.04
20191220,405.59
20191223,419.22
20191224,425.25
20191226,430.94
20191227,430.38
20191230,414.7
20191231,418.33
20200102,430.26
20200103,443.01
20200106,451.54
20200107,469.06
20200108,492.14
20200109,481.34
20200110,478.15
20200113,524.86
20200114,537.92
20200115,518.5
20200116,513.49
20200117,510.5
20200121,547.2
20200122,569.56
20200123,572.2
20200124,564.82
20200127,558.02
20200128,566.9
20200129,580.99
20200130,640.81
20200131,650.57
20200203,780.0
20200204,887.06
20200205,734.7
20200206,748.96
20200207,748.07
20200210,771.28
20200211,774.38
20200212,767.29
20200213,804.0
20200214,800.03
20200218,858.4
20200219,917.42
20200220,899.41
20200221,901.0
20200224,833.79
20200225,799.91
20200226,778.8
20200227,679.0
20200228,667.99
20200302,743.62
20200303,745.51
20200304,749.5
20200305,724.54
20200306,703.48
20200309,608.0
20200310,645.33
20200311,634.23
20200312,560.55
20200313,546.62
20200316,445.07
20200317,430.2
20200318,361.22
20200319,427.64
20200320,427.53
20200323,434.29
20200324,505.0
20200325,539.25
20200326,528.16
20200327,514.36
20200330,502.13
20200331,524.0
20200401,481.56
20200402,454.47
20200403,480.01
20200406,516.24
20200407,545.45
20200408,548.84
20200409,573.0
20200413,650.95
20200414,709.89
20200415,729.83
20200416,745.21
20200417,753.89
20200420,746.36
20200421,686.72
20200422,732.11
20200423,705.63
20200424,725.15
20200427,798.75
20200428,769.12
20200429,800.51
20200430,781.88
20200501,701.32
20200504,761.19
20200505,768.21
20200506,782.58
20200507,780.04
20200508,819.42
20200511,811.29
20200512,809.41
20200513,790.96
20200514,803.33
20200515,799.17
20200518,813.63
20200519,808.01
20200520,815.56
20200521,827.6
20200522,816.88
20200526,818.87
20200527,820.23
20200528,805.81
20200529,835.0
20200601,898.1
20200602,881.56
20200603,882.96
20200604,864.38
20200605,885.66
20200608,949.92
20200609,940.67
20200610,1025.05
20200611,972.84
20200612,935.28
20200615,990.9
20200616,982.13
20200617,991.79
20200618,1003.96
20200619,1000.9
20200622,994.32
20200623,1001.78
20200624,960.85
20200625,985.98
20200626,959.74
20200629,1009.35
20200630,1079.81
20200701,1119.63
20200702,1208.66
20200706,1371.58
20200707,1389.86
20200708,1365.88
20200709,1394.28
20200710,1544.65
20200713,1497.06
20200714,1516.8
20200715,1546.01
20200716,1500.64
20200717,1500.84
20200720,1643.0
20200721,1568.36
20200722,1592.33
20200723,1513.07
20200724,1417.0
