date,spy,tsla
20141103,201.770004,242.59
20141104,201.070007,238.93
20141105,202.339996,230.97
20141106,203.149994,241.22
20141107,203.339996,240.2
20141110,203.979996,241.93
20141111,204.179993,251.08
20141112,203.960007,249.1
20141113,204.190002,251.7
20141114,204.240005,258.68
20141117,204.369995,253.98
20141118,205.550003,257.7
20141119,205.220001,247.74
20141120,205.580002,248.71
20141121,206.679993,242.78
20141124,207.259995,246.72
20141125,207.110001,248.09
20141126,207.639999,248.44
20141128,207.199997,244.52
20141201,205.759995,231.64
20141202,207.089996,231.43
20141203,207.889999,229.3
20141204,207.660004,228.28
20141205,208.0,223.71
20141208,206.610001,214.36
20141209,206.470001,216.89
20141210,203.160004,209.84
20141211,204.190002,208.88
20141212,200.889999,207.0
20141215,199.509995,204.04
20141216,197.910004,197.81
20141217,201.789993,205.82
20141218,206.779999,218.26
20141219,206.520004,219.29
20141222,207.470001,222.6
20141223,207.75,220.97
20141224,207.770004,222.26
20141226,208.440002,227.82
20141229,208.720001,225.71
20141230,207.600006,222.23
20141231,205.539993,222.41
20150102,205.429993,219.31
20150105,201.720001,210.09
20150106,199.820007,211.28
20150107,202.309998,210.95
20150108,205.899994,210.615
20150109,204.25,206.66
20150112,202.649994,202.21
20150113,202.080002,204.25
20150114,200.860001,192.69
20150115,199.020004,191.87
20150116,201.630005,193.07
20150120,202.059998,191.93
20150121,203.080002,196.57
20150122,206.100006,201.62
20150123,204.970001,201.29
20150126,205.449997,206.55
20150127,202.740005,205.98
20150128,200.139999,199.37
20150129,201.990005,205.2
20150130,199.449997,203.6
20150202,201.919998,210.94
20150203,204.839996,218.36
20150204,204.059998,218.55
20150205,206.119995,220.99
20150206,205.550003,217.36
20150209,204.630005,217.48
20150210,206.809998,216.29
20150211,206.929993,212.8
20150212,208.919998,202.88
20150213,209.779999,203.77
20150217,210.110001,204.35
20150218,210.130005,204.46
20150219,209.979996,211.705
20150220,211.240005,217.11
20150223,211.210007,207.335
20150224,211.809998,204.11
20150225,211.630005,203.76
20150226,211.380005,207.19
20150227,210.660004,203.34
20150302,211.990005,197.325
20150303,211.119995,199.56
20150304,210.229996,202.435
20150305,210.460007,200.63
20150306,207.5,193.88
20150309,208.360001,190.88
20150310,204.979996,190.32
20150311,204.5,193.74
20150312,207.100006,191.07
20150313,205.830002,188.68
20150316,208.580002,195.7
20150317,207.960007,194.73
20150318,210.460007,200.71
20150319,209.5,195.65
20150320,210.410004,198.08
20150323,210.0,199.63
20150324,208.820007,201.72
20150325,205.759995,194.3
20150326,205.270004,190.405
20150327,205.740005,185.0
20150330,208.25,190.57
20150331,206.429993,188.77
20150401,205.699997,187.59
20150402,206.440002,191.0
20150406,207.830002,203.1
20150407,207.279999,203.25
20150408,207.979996,207.67
20150409,208.899994,210.09
20150410,210.039993,210.9
20150413,209.089996,209.78
20150414,209.490005,207.46
20150415,210.429993,207.83
20150416,210.369995,206.7
20150417,207.949997,206.79
20150420,209.850006,205.27
20150421,209.600006,209.41
20150422,210.630005,219.44
20150423,211.160004,218.6
20150424,211.649994,218.425
20150427,210.770004,231.55
20150428,211.440002,230.48
20150429,210.570007,232.45
20150430,208.460007,226.05
20150501,210.720001,226.03
20150504,211.320007,230.51
20150505,208.899994,232.95
20150506,208.039993,230.43
20150507,208.869995,236.8
20150508,211.619995,236.61
20150511,210.610001,239.49
20150512,209.979996,244.74
20150513,210.020004,243.18
20150514,212.210007,244.1
20150515,212.440002,248.84
20150518,213.100006,248.75
20150519,213.029999,247.14
20150520,212.880005,244.35
20150521,213.5,245.62
20150522,212.990005,247.73
20150526,210.699997,247.455
20150527,212.699997,247.43
20150528,212.460007,251.45
20150529,211.139999,250.8
20150601,211.570007,249.45
20150602,211.360001,248.35
20150603,211.919998,248.99
20150604,210.130005,245.92
20150605,209.770004,249.14
20150608,208.479996,256.29
20150609,208.449997,256.0
20150610,210.949997,250.7
20150611,211.630005,251.41
20150612,210.009995,250.69
20150615,209.110001,250.38
20150616,210.25,253.12
20150617,210.589996,260.41
20150618,212.779999,261.89
20150619,210.809998,262.51
20150622,211.889999,259.79
20150623,212.039993,267.67
20150624,210.5,265.17
20150625,209.860001,268.79
20150626,209.820007,267.09
20150629,205.419998,262.02
20150630,205.850006,268.26
20150701,207.5,269.15
20150702,207.309998,280.02
20150706,206.720001,279.72
20150707,208.020004,267.88
20150708,204.529999,254.96
20150709,204.899994,257.92
20150710,207.479996,259.15
20150713,209.770004,262.16
20150714,210.679993,265.65
20150715,210.610001,263.14
20150716,212.300003,266.68
20150717,212.479996,274.66
20150720,212.589996,282.26
20150721,211.75,266.77
20150722,211.369995,267.87
20150723,210.179993,267.2
20150724,208.0,265.41
20150727,206.789993,253.01
20150728,209.330002,264.82
20150729,210.770004,263.82
20150730,210.820007,266.79
20150731,210.5,266.15
20150803,209.789993,259.99
20150804,209.380005,266.28
20150805,210.070007,270.13
20150806,208.350006,246.13
20150807,207.949997,242.51
20150810,210.570007,241.14
20150811,208.669998,237.37
20150812,208.919998,238.17
20150813,208.660004,242.51
20150814,209.419998,243.15
20150817,210.589996,254.99
20150818,209.979996,260.72
20150819,208.320007,255.25
20150820,203.970001,242.18
20150821,197.830002,230.77
20150824,189.5,218.87
20150825,187.270004,220.03
20150826,194.460007,224.84
20150827,199.270004,242.99
20150828,199.279999,248.48
20150831,197.669998,249.06
20150901,191.770004,238.63
20150902,195.410004,247.69
20150903,195.550003,245.57
20150904,192.589996,241.93
20150908,197.429993,248.17
20150909,194.789993,248.91
20150910,195.850006,248.48
20150911,196.740005,250.24
20150914,196.009995,253.19
20150915,198.460007,253.57
20150916,200.179993,262.25
20150917,199.729996,262.07
20150918,195.449997,260.62
20150921,196.460007,264.2
20150922,193.910004,260.94
20150923,193.600006,261.06
20150924,192.899994,263.12
20150925,192.850006,256.91
20150928,188.009995,248.43
20150929,188.119995,246.65
20150930,191.630005,248.4
20151001,192.130005,239.88
20151002,195.0,247.57
20151005,198.470001,246.15
20151006,197.789993,241.46
20151007,199.410004,231.96
20151008,201.210007,226.72
20151009,201.330002,220.69
20151012,201.520004,215.58
20151013,200.25,219.25
20151014,199.289993,216.88
20151015,202.350006,221.31
20151016,203.270004,227.01
20151019,203.369995,228.1
20151020,203.110001,213.03
20151021,201.850006,210.09
20151022,205.259995,211.72
20151023,207.509995,209.09
20151026,207.0,215.26
20151027,206.600006,210.35
20151028,208.949997,212.96
20151029,208.830002,211.63
20151030,207.929993,206.93
20151102,210.389999,213.79
20151103,211.0,208.35
20151104,210.360001,231.63
20151105,210.149994,231.77
20151106,210.039993,232.36
20151109,208.080002,225.33
20151110,208.559998,216.5
20151111,207.740005,219.08
20151112,204.839996,212.94
20151113,202.539993,207.19
20151116,205.619995,214.31
20151117,205.470001,214.0
20151118,208.729996,221.07
20151119,208.550003,221.8
20151120,209.309998,220.01
20151123,209.070007,217.75
20151124,209.350006,218.25
20151125,209.320007,229.64
20151127,209.559998,231.61
20151130,208.690002,230.26
20151201,210.679993,237.19
20151202,208.529999,231.99
20151203,205.610001,232.71
20151204,209.619995,230.38
20151207,208.350006,231.13
20151208,206.949997,226.72
20151209,205.339996,224.52
20151210,205.869995,227.07
20151211,201.880005,217.02
20151214,202.899994,218.58
20151215,205.029999,221.09
20151216,208.029999,234.51
20151217,204.860001,233.39
20151218,200.020004,230.46
20151221,201.669998,232.56
20151222,203.5,229.95
20151223,206.020004,229.7
20151224,205.679993,230.57
20151228,205.210007,228.95
20151229,207.399994,237.19
20151230,205.929993,238.09
20151231,203.869995,240.01
20160104,201.020004,223.41
20160105,201.360001,223.43
20160106,198.820007,219.04
20160107,194.050003,215.65
20160108,191.919998,211.0
20160111,192.110001,207.85
20160112,193.660004,209.97
20160113,188.830002,200.31
20160114,191.929993,206.18
20160115,187.809998,204.99
20160119,188.059998,204.72
20160120,185.649994,198.7
20160121,186.690002,199.97
20160122,190.520004,202.55
20160125,187.639999,196.38
20160126,190.199997,193.56
20160127,188.130005,188.07
20160128,189.110001,189.7
20160129,193.720001,191.2
20160201,193.649994,196.94
20160202,190.160004,182.78
20160203,191.300003,173.48
20160204,191.600006,175.33
20160205,187.949997,162.6
20160208,185.419998,147.99
20160209,185.429993,148.25
20160210,185.270004,143.67
20160211,182.860001,150.47
20160212,186.630005,151.04
20160216,189.779999,155.17
20160217,192.880005,168.68
20160218,192.089996,166.77
20160219,192.0,166.58
20160222,194.779999,177.74
20160223,192.320007,177.21
20160224,193.199997,179.0
20160225,195.539993,187.43
20160226,195.089996,190.34
20160229,193.559998,191.93
20160301,198.110001,186.35
20160302,199.0,188.34
20160303,199.779999,195.74
20160304,200.429993,201.04
20160307,200.589996,205.29
20160308,198.399994,202.6
20160309,199.380005,208.72
20160310,199.539993,205.18
20160311,202.759995,207.5
20160314,202.5,215.15
20160315,202.169998,218.34
20160316,203.339996,221.93
20160317,204.630005,226.38
20160318,204.380005,232.74
20160321,204.669998,238.32
20160322,204.559998,234.24
20160323,203.210007,222.58
20160324,203.119995,227.75
20160328,203.240005,230.26
20160329,205.119995,230.13
20160330,206.020004,226.89
20160331,205.520004,229.77
20160401,206.919998,237.59
20160404,206.25,246.99
20160405,204.190002,255.47
20160406,206.419998,265.42
20160407,203.949997,257.2
20160408,204.5,250.07
20160411,204.020004,249.92
20160412,205.919998,247.82
20160413,208.0,254.53
20160414,208.009995,251.86
20160415,207.779999,254.51
20160418,209.240005,253.88
20160419,209.899994,247.37
20160420,210.100006,249.97
20160421,208.970001,248.29
20160422,208.970001,253.75
20160425,208.610001,251.82
20160426,208.919998,253.74
20160427,209.350006,251.47
20160428,207.449997,247.71
20160429,206.330002,240.76
20160502,207.970001,241.8
20160503,206.160004,232.32
20160504,205.009995,222.56
20160505,204.970001,211.53
20160506,205.720001,214.93
20160509,205.889999,208.92
20160510,208.449997,208.69
20160511,206.5,208.96
20160512,206.559998,207.28
20160513,204.759995,207.61
20160516,206.779999,208.29
20160517,204.850006,204.66
20160518,204.910004,211.17
20160519,204.199997,215.21
20160520,205.490005,220.28
20160523,205.210007,216.22
20160524,207.869995,217.91
20160525,209.279999,219.58
20160526,209.339996,225.12
20160527,210.240005,223.04
20160531,209.839996,223.23
20160601,210.270004,219.56
20160602,210.910004,218.96
20160603,210.279999,218.99
20160606,211.350006,220.68
20160607,211.679993,232.34
20160608,212.369995,235.52
20160609,212.080002,229.36
20160610,210.070007,218.79
20160613,208.449997,217.87
20160614,208.039993,214.96
20160615,207.75,217.7
20160616,208.369995,217.93
20160617,206.520004,215.47
20160620,207.850006,219.7
20160621,208.440002,219.61
20160622,208.100006,196.66
20160623,210.809998,196.4
20160624,203.240005,193.15
20160627,199.600006,198.55
20160628,203.199997,201.79
20160629,206.660004,210.19
20160630,209.479996,212.28
20160701,209.919998,216.5
20160705,208.410004,213.98
20160706,209.660004,214.44
20160707,209.529999,215.94
20160708,212.649994,216.78
20160711,213.399994,224.78
20160712,214.949997,224.65
20160713,214.919998,222.53
20160714,216.119995,221.53
20160715,215.830002,220.4
20160718,216.410004,226.25
20160719,216.190002,225.26
20160720,217.089996,228.36
20160721,216.270004,220.5
20160722,217.240005,222.27
20160725,216.649994,230.01
20160726,216.75,229.51
20160727,216.520004,228.49
20160728,216.770004,230.61
20160729,217.119995,234.79
20160801,216.940002,230.01
20160802,215.550003,227.2
20160803,216.179993,225.79
20160804,216.410004,230.61
20160805,218.179993,230.03
20160808,218.050003,226.16
20160809,218.179993,229.08
20160810,217.639999,225.65
20160811,218.649994,224.91
20160812,218.460007,225.61
20160815,219.089996,225.59
20160816,217.960007,223.61
20160817,218.369995,223.24
20160818,218.860001,223.51
20160819,218.539993,225.0
20160822,218.529999,222.93
20160823,218.970001,224.84
20160824,217.850006,222.62
20160825,217.699997,220.96
20160826,217.289993,219.99
20160829,218.360001,215.2
20160830,218.0,211.34
20160831,217.380005,212.01
20160901,217.389999,200.77
20160902,218.369995,197.78
20160906,219.029999,202.83
20160907,219.009995,201.71
20160908,218.509995,197.36
20160909,213.279999,194.47
20160912,216.339996,198.3
20160913,213.229996,196.05
20160914,213.149994,196.41
20160915,215.279999,200.42
20160916,213.369995,205.4
20160919,213.410004,206.34
20160920,213.419998,204.64
20160921,215.820007,205.22
20160922,217.179993,206.43
20160923,215.990005,207.45
20160926,214.240005,208.99
20160927,215.570007,205.81
20160928,216.639999,206.27
20160929,214.679993,200.7
20160930,216.300003,204.03
20161003,215.779999,213.7
20161004,214.679993,211.41
20161005,215.630005,208.46
20161006,215.779999,201.0
20161007,215.039993,196.61
20161010,216.160004,200.95
20161011,213.429993,200.1
20161012,213.710007,201.51
20161013,213.009995,200.24
20161014,213.119995,196.51
20161017,212.380005,193.96
20161018,213.710007,199.1
20161019,214.279999,203.56
20161020,213.880005,199.1
20161021,213.979996,200.09
20161024,214.889999,202.76
20161025,214.169998,202.34
20161026,213.740005,202.24
20161027,213.169998,204.01
20161028,212.539993,199.97
20161031,212.550003,197.73
20161101,211.009995,190.79
20161102,209.740005,188.02
20161103,208.779999,187.42
20161104,208.550003,190.56
20161107,213.149994,193.21
20161108,214.110001,194.94
20161109,216.380005,190.06
20161110,216.919998,185.35
20161111,216.419998,188.56
20161114,216.589996,181.45
20161115,218.279999,183.77
20161116,217.869995,183.93
20161117,218.990005,188.66
20161118,218.5,185.02
20161121,220.149994,184.52
20161122,220.580002,191.17
20161123,220.699997,193.14
20161125,221.520004,196.65
20161128,220.479996,196.12
20161129,220.910004,189.57
20161130,220.380005,189.4
20161201,219.570007,181.88
20161202,219.679993,181.47
20161205,221.0,186.8
20161206,221.699997,185.85
20161207,224.600006,193.15
20161208,225.149994,192.29
20161209,226.509995,192.18
20161212,226.25,192.43
20161213,227.759995,198.15
20161214,225.880005,198.69
20161215,226.809998,197.58
20161216,225.039993,202.49
20161219,225.529999,202.73
20161220,226.399994,208.79
20161221,225.770004,207.7
20161222,225.380005,208.45
20161223,225.710007,213.34
20161227,226.270004,219.53
20161228,224.399994,219.74
20161229,224.350006,214.68
20161230,223.529999,213.69
20170103,225.240005,216.99
20170104,226.580002,226.99
20170105,226.399994,226.75
20170106,227.210007,229.01
20170109,226.460007,231.28
20170110,226.460007,229.87
20170111,227.100006,229.73
20170112,226.529999,229.59
20170113,227.050003,237.75
20170117,226.25,235.58
20170118,226.75,238.36
20170119,225.910004,243.76
20170120,226.740005,244.73
20170123,226.149994,248.92
20170124,227.600006,254.61
20170125,229.570007,254.47
20170126,229.330002,252.51
20170127,228.970001,252.95
20170130,227.550003,250.63
20170131,227.529999,251.93
20170201,227.619995,249.24
20170202,227.770004,251.55
20170203,229.339996,251.33
20170206,228.929993,257.77
20170207,228.940002,257.48
20170208,229.240005,262.08
20170209,230.600006,269.2
20170210,231.509995,269.23
20170213,232.770004,280.6
20170214,233.699997,280.98
20170215,234.919998,279.76
20170216,234.720001,268.95
20170217,235.089996,272.23
20170221,236.490005,277.39
20170222,236.279999,273.51
20170223,236.440002,255.99
20170224,236.740005,257.0
20170227,237.110001,246.23
20170228,236.470001,249.99
20170301,239.779999,250.02
20170302,238.270004,250.48
20170303,238.419998,251.57
20170306,237.710007,251.21
20170307,237.0,248.59
20170308,236.559998,246.87
20170309,236.860001,244.9
20170310,237.690002,243.69
20170313,237.809998,246.17
20170314,236.899994,258.0
20170315,238.949997,255.73
20170316,238.479996,262.05
20170317,237.029999,261.5
20170320,236.770004,261.92
20170321,233.729996,250.68
20170322,234.279999,255.01
20170323,234.029999,254.78
20170324,233.860001,263.16
20170327,233.619995,270.22
20170328,235.320007,277.45
20170329,235.539993,277.38
20170330,236.289993,277.92
20170331,235.740005,278.3
20170403,235.330002,298.52
20170404,235.479996,303.7
20170405,234.779999,295.0
20170406,235.440002,298.7
20170407,235.199997,302.54
20170410,235.339996,312.39
20170411,235.059998,308.71
20170412,234.029999,296.84
20170413,232.509995,304.0
20170417,234.570007,301.44
20170418,233.869995,300.25
20170419,233.440002,305.52
20170420,235.339996,302.51
20170421,234.589996,305.6
20170424,237.169998,308.03
20170425,238.550003,313.79
20170426,238.399994,310.17
20170427,238.600006,308.63
20170428,238.080002,314.07
20170501,238.679993,322.83
20170502,238.770004,318.89
20170503,238.479996,311.02
20170504,238.759995,295.46
20170505,239.699997,308.35
20170508,239.660004,307.19
20170509,239.440002,321.26
20170510,239.869995,325.22
20170511,239.380005,323.1
20170512,238.979996,324.81
20170515,240.300003,315.88
20170516,240.080002,317.01
20170517,235.820007,306.11
20170518,236.770004,313.06
20170519,238.309998,310.83
20170522,239.520004,310.35
20170523,240.050003,303.86
20170524,240.610001,310.22
20170525,241.759995,316.83
20170526,241.710007,325.14
20170530,241.5,335.1
20170531,241.440002,341.01
20170601,243.360001,340.37
20170602,244.169998,339.85
20170605,243.990005,347.32
20170606,243.210007,352.85
20170607,243.660004,359.65
20170608,243.779999,370.0
20170609,243.410004,357.32
20170612,243.360001,359.01
20170613,244.550003,375.95
20170614,244.240005,380.66
20170615,243.770004,375.34
20170616,242.639999,371.4
20170619,244.660004,369.8
20170620,243.009995,372.24
20170621,242.949997,376.4
20170622,242.839996,382.61
20170623,243.130005,383.45
20170626,243.289993,377.49
20170627,241.330002,362.37
20170628,243.490005,371.24
20170629,241.350006,360.75
20170630,241.800003,361.61
20170703,242.210007,352.62
20170705,242.770004,327.09
20170706,240.550003,308.83
20170707,242.110001,313.22
20170710,242.369995,316.05
20170711,242.190002,327.22
20170712,244.009995,329.52
20170713,244.419998,323.41
20170714,245.559998,327.78
20170717,245.529999,319.57
20170718,245.660004,328.24
20170719,246.990005,325.26
20170720,247.100006,329.92
20170721,246.880005,328.4
20170724,246.820007,342.52
20170725,247.419998,339.6
20170726,247.429993,343.85
20170727,247.199997,334.46
20170728,246.910004,335.07
20170731,246.770004,323.47
20170801,247.320007,319.57
20170802,247.440002,325.89
20170803,246.960007,347.09
20170804,247.410004,356.91
20170807,247.869995,355.17
20170808,247.259995,365.22
20170809,247.25,363.53
20170810,243.759995,355.4
20170811,244.119995,357.87
20170814,246.539993,363.8
20170815,246.509995,362.33
20170816,246.940002,362.91
20170817,243.089996,351.92
20170818,242.710007,347.46
20170821,242.899994,337.86
20170822,245.440002,341.35
20170823,244.559998,352.77
20170824,243.990005,352.93
20170825,244.559998,348.05
20170828,244.570007,345.66
20170829,244.850006,347.36
20170830,246.009995,353.18
20170831,247.490005,355.9
20170901,247.839996,355.4
20170905,246.059998,349.59
20170906,246.899994,344.53
20170907,246.869995,350.61
20170908,246.580002,343.4
20170911,249.210007,363.69
20170912,250.050003,362.75
20170913,250.169998,366.23
20170914,250.089996,377.64
20170915,249.190002,379.81
20170918,249.720001,385.0
20170919,249.970001,375.1
20170920,250.059998,373.91
20170921,249.389999,366.48
20170922,249.440002,351.09
20170925,248.929993,344.99
20170926,249.080002,345.25
20170927,250.050003,340.97
20170928,250.350006,339.6
20170929,251.229996,341.1
20171002,252.320007,341.53
20171003,252.860001,348.14
20171004,253.160004,355.01
20171005,254.660004,355.33
20171006,254.369995,356.88
20171009,253.949997,342.94
20171010,254.619995,355.59
20171011,255.020004,354.6
20171012,254.639999,355.68
20171013,254.949997,355.57
20171016,255.289993,350.6
20171017,255.470001,355.75
20171018,255.720001,359.65
20171019,255.789993,351.81
20171020,257.109985,345.1
20171023,256.109985,337.02
20171024,256.559998,337.34
20171025,255.289993,325.84
20171026,255.619995,326.17
20171027,257.709991,320.87
20171030,256.75,320.08
20171031,257.149994,331.53
20171101,257.48999,321.08
20171102,257.589996,299.26
20171103,258.450012,306.09
20171106,258.850006,302.78
20171107,258.670013,306.05
20171108,259.109985,304.39
20171109,258.170013,302.99
20171110,258.089996,302.99
20171113,258.329987,315.4
20171114,257.730011,308.7
20171115,256.440002,311.3
20171116,258.619995,312.5
20171117,257.859985,315.05
20171120,258.299988,308.74
20171121,259.98999,317.81
20171122,259.76001,312.6
20171124,260.359985,315.55
20171127,260.230011,316.81
20171128,262.869995,317.55
20171129,262.709991,307.54
20171130,265.01001,308.85
20171201,264.459991,306.53
20171204,264.140015,305.2
20171205,263.190002,303.7
20171206,263.23999,313.26
20171207,264.070007,311.24
20171208,265.51001,315.13
20171211,266.309998,328.91
20171212,266.779999,341.03
20171213,266.75,339.03
20171214,265.660004,337.89
20171215,266.51001,343.45
20171218,268.200012,338.87
20171219,267.170013,331.1
20171220,267.029999,328.98
20171221,267.579987,331.66
20171222,267.51001,325.2
20171226,267.190002,317.29
20171227,267.320007,311.64
20171228,267.869995,315.36
20171229,266.859985,311.35
20180102,268.769989,320.53
20180103,270.470001,317.25
20180104,271.609985,314.62
20180105,273.420013,316.58
20180108,273.920013,336.41
20180109,274.540009,333.69
20180110,274.119995,334.8
20180111,276.119995,337.95
20180112,277.920013,336.22
20180116,276.970001,340.06
20180117,279.609985,347.16
20180118,279.140015,344.57
20180119,280.410004,350.02
20180122,282.690002,351.56
20180123,283.290009,352.79
20180124,283.179993,345.89
20180125,283.299988,337.64
20180126,286.579987,342.85
20180129,284.679993,349.53
20180130,281.76001,345.82
20180131,281.899994,354.31
20180201,281.579987,349.25
20180202,275.450012,343.75
20180205,263.929993,333.13
20180206,269.130005,333.97
20180207,267.670013,345.0
20180208,257.630005,315.23
20180209,261.5,310.42
20180212,265.339996,315.73
20180213,266.0,323.66
20180214,269.589996,322.31
20180215,273.029999,334.065
20180216,273.109985,335.49
20180220,271.399994,334.77
20180221,270.049988,333.3
20180222,270.399994,346.17
20180223,274.709991,352.05
20180226,277.899994,357.42
20180227,274.429993,350.99
20180228,271.649994,343.06
20180301,267.700012,330.93
20180302,269.079987,335.12
20180305,272.190002,333.35
20180306,272.880005,328.2
20180307,272.779999,332.3
20180308,274.100006,329.1
20180309,278.869995,327.17
20180312,278.519989,345.51
20180313,276.720001,341.84
20180314,275.299988,326.63
20180315,275.0,325.6
20180316,274.200012,321.35
20180319,270.48999,313.56
20180320,270.950012,310.55
20180321,270.429993,316.53
20180322,263.670013,309.1
20180323,258.049988,301.54
20180326,265.109985,304.18
20180327,260.600006,279.18
20180328,259.829987,257.78
20180329,263.149994,266.13
20180402,257.470001,252.48
20180403,260.769989,267.53
20180404,263.559998,286.94
20180405,265.640015,305.72
20180406,259.720001,299.3
20180409,261.0,289.66
20180410,265.149994,304.7
20180411,263.76001,300.93
20180412,265.929993,294.08
20180413,265.149994,300.34
20180416,267.329987,291.21
20180417,270.190002,287.69
20180418,270.390015,293.35
20180419,268.890015,300.08
20180420,266.609985,290.24
20180423,266.570007,283.37
20180424,262.980011,283.46
20180425,263.630005,280.69
20180426,266.309998,285.48
20180427,266.559998,294.075
20180430,264.51001,293.9
20180501,264.980011,299.92
20180502,263.200012,301.15
20180503,262.619995,284.45
20180504,266.019989,294.09
20180507,266.920013,302.77
20180508,266.920013,301.97
20180509,269.5,306.85
20180510,272.019989,305.02
20180511,272.850006,301.06
20180514,272.980011,291.97
20180515,271.100006,284.18
20180516,272.23999,286.48
20180517,272.01001,284.54
20180518,271.329987,276.82
20180521,273.369995,284.49
20180522,272.609985,275.01
20180523,273.359985,279.07
20180524,272.799988,277.85
20180525,272.149994,278.85
20180529,269.019989,283.76
20180530,272.609985,291.72
20180531,270.940002,284.73
20180601,273.600006,291.82
20180604,274.899994,296.74
20180605,275.100006,291.13
20180606,277.399994,319.5
20180607,277.369995,316.09
20180608,278.190002,317.66
20180611,278.559998,332.1
20180612,278.920013,342.77
20180613,278.029999,344.78
20180614,278.730011,357.72
20180615,277.130005,358.17
20180618,276.559998,370.83
20180619,275.5,352.55
20180620,275.970001,362.22
20180621,274.23999,347.51
20180622,274.73999,333.63
20180625,271.0,333.01
20180626,271.600006,342.0
20180627,269.350006,344.5
20180628,270.890015,349.93
20180629,271.279999,342.95
20180702,271.859985,335.07
20180703,270.899994,310.86
20180705,273.109985,309.16
20180706,275.420013,308.9
20180709,277.899994,318.51
20180710,278.899994,322.47
20180711,276.859985,318.96
20180712,279.369995,316.71
20180713,279.589996,318.87
20180716,279.339996,310.1
20180717,280.470001,322.69
20180718,281.059998,323.85
20180719,280.0,320.23
20180720,279.679993,313.58
20180723,280.200012,303.2
20180724,281.609985,297.43
20180725,284.01001,308.74
20180726,283.339996,306.65
20180727,281.420013,297.18
20180730,279.950012,290.17
20180731,281.329987,298.14
20180801,280.859985,300.84
20180802,282.390015,349.54
20180803,283.600006,348.17
20180806,284.640015,341.99
20180807,285.579987,379.57
20180808,285.459991,370.34
20180809,285.070007,352.45
20180810,283.160004,355.49
20180813,282.100006,356.41
20180814,283.899994,347.64
20180815,281.779999,338.69
20180816,284.059998,335.45
20180817,285.059998,305.5
20180820,285.670013,308.44
20180821,286.339996,321.9
20180822,286.170013,321.64
20180823,285.790009,320.1
20180824,287.51001,322.82
20180827,289.779999,319.27
20180828,289.920013,311.86
20180829,291.480011,305.01
20180830,290.299988,303.15
20180831,290.309998,301.66
20180904,289.809998,288.95
20180905,289.029999,280.74
20180906,288.160004,280.95
20180907,287.600006,263.24
20180910,288.100006,285.5
20180911,289.049988,279.44
20180912,289.119995,290.54
20180913,290.829987,289.46
20180914,290.880005,295.2
20180917,289.339996,294.84
20180918,290.910004,284.96
20180919,291.220001,299.02
20180920,293.579987,298.33
20180921,291.98999,299.1
20180924,291.019989,299.68
20180925,290.75,300.99
20180926,289.880005,309.58
20180927,290.690002,307.52
20180928,290.720001,264.77
20181001,291.730011,310.7
20181002,291.559998,301.02
20181003,291.720001,294.8
20181004,289.440002,281.83
20181005,287.820007,261.95
20181008,287.820007,250.56
20181009,287.399994,262.8
20181010,278.299988,256.88
20181011,272.170013,252.23
20181012,275.950012,258.78
20181015,274.399994,259.59
20181016,280.399994,276.59
20181017,280.450012,271.78
20181018,276.399994,263.91
20181019,276.25,260.0
20181022,275.01001,260.95
20181023,273.609985,294.14
20181024,265.320007,288.5
20181025,270.079987,314.86
20181026,265.329987,330.9
20181029,263.859985,334.85
20181030,267.769989,329.9
20181031,270.630005,337.32
20181101,273.51001,344.28
20181102,271.890015,346.41
20181105,273.390015,341.4
20181106,275.119995,341.06
20181107,281.01001,348.16
20181108,280.5,351.4
20181109,277.76001,350.51
20181112,272.570007,331.28
20181113,272.059998,338.73
20181114,270.200012,344.0
20181115,273.019989,348.44
20181116,273.730011,354.31
20181119,269.100006,353.47
20181120,264.119995,347.49
20181121,265.019989,338.19
20181123,263.25,325.83
20181126,267.5,346.0
20181127,268.399994,343.92
20181128,274.579987,347.87
20181129,273.980011,341.17
20181130,275.649994,350.48
20181203,279.299988,358.49
20181204,270.25,359.7
20181206,269.839996,363.06
20181207,263.570007,357.965
20181210,264.070007,365.15
20181211,264.130005,366.76
20181212,265.459991,366.6
20181213,265.369995,376.79
20181214,260.470001,365.71
20181217,255.360001,348.42
20181218,255.080002,337.03
20181219,251.259995,332.97
20181220,247.169998,315.38
20181221,240.699997,319.77
20181224,234.339996,295.39
20181226,246.179993,326.09
20181227,248.070007,316.13
20181228,247.75,333.87
20181231,249.919998,332.8
20190102,250.179993,310.12
20190103,244.210007,300.36
20190104,252.389999,317.69
20190107,254.380005,334.96
20190108,256.769989,335.35
20190109,257.970001,338.53
20190110,258.880005,344.97
20190111,258.980011,347.26
20190114,257.399994,334.4
20190115,260.350006,344.43
20190116,260.980011,346.05
20190117,262.959991,347.31
20190118,266.459991,302.26
20190122,262.859985,298.92
20190123,263.410004,287.59
20190124,263.549988,291.51
20190125,265.779999,297.04
20190128,263.76001,296.38
20190129,263.410004,297.46
20190130,267.579987,308.77
20190131,269.929993,307.02
20190201,270.059998,312.21
20190204,271.959991,312.89
20190205,273.100006,321.35
20190206,272.73999,317.22
20190207,270.140015,307.51
20190208,270.470001,305.8
20190211,270.619995,312.84
20190212,274.100006,311.81
20190213,274.98999,308.17
20190214,274.380005,303.77
20190215,277.369995,307.88
20190219,277.850006,305.64
